ID,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival
0xaea ,Meal ,scooter ,1,No 
0x6723 ,Buffet ,motorcycle ,2,No 
0x326e ,Snack ,motorcycle ,0,No 
0x1983 ,Drinks ,scooter ,1,No 
0x7648 ,Drinks ,motorcycle ,1,No 
0x8028 ,Snack ,motorcycle ,3,No 
0x5d47 ,Snack ,motorcycle ,1,No 
0x5fd4 ,Buffet ,motorcycle ,1,No 
0xa14d ,Meal ,scooter ,1,No 
0x6b51 ,Meal ,motorcycle ,1,No 
0xa5dc ,Buffet ,motorcycle ,1,No 
0x268b ,Drinks ,electric_scooter ,1,No 
0x15f4 ,Meal ,motorcycle ,1,No 
0x711a ,Buffet ,motorcycle ,0,No 
0x21c3 ,Meal ,scooter ,1,No 
0x5af ,Snack ,motorcycle ,0,No 
0x7022 ,Meal ,motorcycle ,1,No 
0x33b9 ,Buffet ,motorcycle ,1,No 
0x3b1e ,Meal ,motorcycle ,0,No 
0xa085 ,Snack ,electric_scooter ,1,No 
0x4390 ,Drinks ,scooter ,1,No 
0x56aa ,Meal ,motorcycle ,0,No 
0x9797 ,Snack ,scooter ,0,No 
0x7b89 ,Drinks ,scooter ,0,No 
0xa2f8 ,Drinks ,motorcycle ,0,No 
0xb52c ,Snack ,electric_scooter ,1,No 
0x9571 ,Drinks ,motorcycle ,0,No 
0x2e2a ,Buffet ,motorcycle ,1,No 
0x32b0 ,Snack ,scooter ,0,No 
0x3318 ,Meal ,scooter ,1,No 
0x7726 ,Drinks ,electric_scooter ,0,No 
0x94dd ,Drinks ,motorcycle ,0,No 
0x8227 ,Buffet ,motorcycle ,1,No 
0xfc1 ,Drinks ,scooter ,1,No 
0x8322 ,Buffet ,motorcycle ,1,No 
0xc082 ,Snack ,scooter ,0,No 
0xa635 ,Meal ,motorcycle ,0,No 
0xa35 ,Buffet ,scooter ,1,No 
0x33be ,Snack ,scooter ,1,No 
0x3d21 ,Meal ,motorcycle ,0,No 
0xd152 ,Meal ,scooter ,1,No 
0x1c01 ,Meal ,motorcycle ,1,No 
0x45f ,Meal ,electric_scooter ,0,No 
0xd550 ,Buffet ,scooter ,1,No 
0x7ffc ,Snack ,motorcycle ,1,No 
0x9e4e ,Drinks ,motorcycle ,1,No 
0xcef2 ,Snack ,scooter ,1,No 
0x4e5a ,Meal ,scooter ,0,No 
0x3776 ,Drinks ,scooter ,1,No 
0xca9b ,Meal ,motorcycle ,0,No 
0xbe1 ,Snack ,motorcycle ,1,No 
0x929 ,Snack ,scooter ,1,No 
0x9107 ,Meal ,scooter ,1,No 
0x7317 ,Buffet ,motorcycle ,1,No 
0x8464 ,Snack ,motorcycle ,0,No 
0x9af2 ,Buffet ,motorcycle ,1,No 
0x8d48 ,Meal ,motorcycle ,1,No 
0xa077 ,Meal ,motorcycle ,2,No 
0x8fa0 ,Buffet ,electric_scooter ,1,No 
0x291d ,Buffet ,motorcycle ,1,No 
0x7b54 ,Meal ,motorcycle ,1,No 
0x895b ,Drinks ,scooter ,1,No 
0x8583 ,Snack ,motorcycle ,1,No 
0xd6bf ,Snack ,motorcycle ,1,No 
0x4340 ,Meal ,scooter ,0,No 
0x8c35 ,Snack ,motorcycle ,NaN ,No 
0xdd00 ,Buffet ,scooter ,1,No 
0xdac9 ,Buffet ,motorcycle ,1,No 
0x5d7a ,Snack ,motorcycle ,1,No 
0x65b1 ,Meal ,scooter ,1,No 
0x80aa ,Meal ,scooter ,1,No 
0xb22b ,Meal ,motorcycle ,1,No 
0x1a31 ,Buffet ,scooter ,1,No 
0xc2ba ,Buffet ,motorcycle ,1,No 
0x9892 ,Buffet ,scooter ,1,No 
0xddb7 ,Drinks ,scooter ,0,No 
0x4cce ,Snack ,motorcycle ,1,No 
0x8b86 ,Buffet ,motorcycle ,1,No 
0xad08 ,Snack ,electric_scooter ,0,No 
0xd4df ,Drinks ,motorcycle ,1,No 
0x6561 ,Snack ,motorcycle ,1,No 
0xd02f ,Buffet ,scooter ,0,No 
0x6932 ,Snack ,motorcycle ,1,No 
0x5697 ,Drinks ,scooter ,0,No 
0x25eb ,Snack ,motorcycle ,1,No 
0x9abf ,Meal ,scooter ,1,No 
0x9790 ,Drinks ,motorcycle ,0,No 
0x768d ,Drinks ,motorcycle ,0,No 
0x8e3 ,Drinks ,motorcycle ,1,No 
0x2c5a ,Buffet ,scooter ,1,No 
0x163c ,Meal ,electric_scooter ,1,No 
0xd398 ,Snack ,motorcycle ,0,No 
0x417b ,Buffet ,electric_scooter ,1,No 
0x4291 ,Meal ,scooter ,1,No 
0x5761 ,Snack ,scooter ,1,No 
0xc8f ,Buffet ,motorcycle ,1,No 
0xa49a ,Buffet ,motorcycle ,3,Yes 
0xb4e4 ,Meal ,scooter ,2,No 
0xbc1 ,Snack ,motorcycle ,1,No 
0xa866 ,Meal ,motorcycle ,1,No 
0xdb84 ,Snack ,scooter ,1,No 
0x7008 ,Snack ,scooter ,1,No 
0xa22e ,Meal ,scooter ,0,No 
0x7820 ,Drinks ,motorcycle ,1,No 
0x9f9a ,Meal ,motorcycle ,NaN ,No 
0x41f5 ,Meal ,scooter ,0,No 
0x7d1a ,Buffet ,motorcycle ,1,No 
0x3b72 ,Snack ,motorcycle ,1,No 
0x8c6a ,Snack ,motorcycle ,1,No 
0x25a5 ,Meal ,motorcycle ,1,No 
0xca3b ,Drinks ,scooter ,1,No 
0xa598 ,Meal ,scooter ,0,No 
0x1812 ,Buffet ,electric_scooter ,0,No 
0x53e7 ,Meal ,motorcycle ,1,No 
0xdd8c ,Snack ,motorcycle ,0,No 
0x2668 ,Meal ,motorcycle ,0,No 
0x4945 ,Drinks ,scooter ,0,No 
0x4d6a ,Meal ,scooter ,1,No 
0x99b6 ,Drinks ,motorcycle ,1,No 
0x9869 ,Snack ,motorcycle ,1,No 
0x4593 ,Drinks ,scooter ,0,No 
0xce38 ,Drinks ,scooter ,1,No 
0xacdc ,Drinks ,scooter ,1,No 
0xc947 ,Buffet ,scooter ,1,No 
0xdfa1 ,Snack ,motorcycle ,1,No 
0x4062 ,Drinks ,motorcycle ,1,No 
0x4b99 ,Buffet ,motorcycle ,1,No 
0xc529 ,Buffet ,scooter ,0,No 
0xb9d7 ,Drinks ,motorcycle ,1,No 
0x41ee ,Drinks ,electric_scooter ,1,No 
0xae81 ,Drinks ,motorcycle ,1,No 
0x949a ,Snack ,scooter ,NaN ,No 
0xbb43 ,Buffet ,motorcycle ,0,No 
0x26be ,Meal ,motorcycle ,1,No 
0xcf60 ,Drinks ,electric_scooter ,1,No 
0x665b ,Buffet ,scooter ,0,No 
0xd086 ,Snack ,motorcycle ,1,No 
0x500f ,Drinks ,motorcycle ,0,No 
0x7f7e ,Meal ,motorcycle ,1,No 
0xb01d ,Drinks ,scooter ,1,No 
0x50e7 ,Snack ,motorcycle ,1,No 
0xde8e ,Snack ,scooter ,1,No 
0x411e ,Meal ,scooter ,1,No 
0xd14c ,Snack ,motorcycle ,1,No 
0x8cc7 ,Buffet ,motorcycle ,1,No 
0x5cde ,Meal ,scooter ,1,No 
0x2048 ,Snack ,motorcycle ,1,No 
0x759d ,Snack ,electric_scooter ,1,No 
0x1432 ,Drinks ,scooter ,1,No 
0x7a4d ,Buffet ,motorcycle ,1,No 
0xdbab ,Snack ,motorcycle ,1,No 
0x5e22 ,Buffet ,motorcycle ,1,No 
0x6c74 ,Drinks ,motorcycle ,0,No 
0xdc27 ,Drinks ,scooter ,1,No 
0x836d ,Meal ,motorcycle ,1,Yes 
0xabbe ,Snack ,motorcycle ,0,No 
0x29dd ,Drinks ,scooter ,0,No 
0x96c3 ,Snack ,motorcycle ,2,No 
0x2f75 ,Meal ,scooter ,1,No 
0x4248 ,Meal ,motorcycle ,1,No 
0x92dd ,Buffet ,motorcycle ,1,No 
0x54b6 ,Buffet ,motorcycle ,1,No 
0x5177 ,Buffet ,motorcycle ,1,No 
0x9150 ,Drinks ,motorcycle ,1,No 
0x5997 ,Snack ,motorcycle ,1,No 
0xc775 ,Meal ,motorcycle ,1,No 
0x4e36 ,Meal ,scooter ,1,No 
0xdb58 ,Drinks ,scooter ,1,No 
0x6e6f ,Drinks ,scooter ,1,No 
0x8bb9 ,Drinks ,scooter ,1,No 
0x74c1 ,Snack ,motorcycle ,0,No 
0x35ce ,Snack ,motorcycle ,1,No 
0xd044 ,Meal ,scooter ,1,No 
0xa1a8 ,Meal ,motorcycle ,0,No 
0x2c77 ,Meal ,motorcycle ,1,No 
0xbaa4 ,Buffet ,motorcycle ,0,No 
0x8445 ,Drinks ,motorcycle ,1,No 
0x3ce8 ,Drinks ,motorcycle ,1,No 
0x9db4 ,Meal ,scooter ,0,No 
0x4c17 ,Drinks ,motorcycle ,1,No 
0x74f ,Drinks ,motorcycle ,0,No 
0x6d8f ,Drinks ,motorcycle ,1,No 
0x7b92 ,Buffet ,motorcycle ,0,No 
0x11e4 ,Snack ,motorcycle ,0,No 
0x164d ,Meal ,motorcycle ,1,No 
0xbeb1 ,Drinks ,motorcycle ,0,No 
0xd2e5 ,Meal ,motorcycle ,0,No 
0x7c6 ,Drinks ,scooter ,0,No 
0xd6c5 ,Meal ,motorcycle ,0,No 
0xcfaa ,Buffet ,motorcycle ,1,No 
0xb2b ,Snack ,motorcycle ,0,No 
0x47c2 ,Meal ,motorcycle ,0,No 
0x57d0 ,Snack ,scooter ,0,No 
0xd7fa ,Meal ,motorcycle ,2,No 
0x462 ,Meal ,motorcycle ,1,No 
0x6aed ,Snack ,scooter ,0,No 
0x7e6e ,Meal ,scooter ,1,No 
0x856d ,Meal ,motorcycle ,1,No 
0x276e ,Snack ,scooter ,0,No 
0xb26f ,Snack ,scooter ,1,No 
0x1070 ,Snack ,scooter ,1,No 
0xd010 ,Buffet ,motorcycle ,1,No 
0x6095 ,Meal ,motorcycle ,1,No 
0x64c5 ,Buffet ,scooter ,1,No 
0xc02 ,Meal ,motorcycle ,1,No 
0x2c0b ,Buffet ,motorcycle ,1,No 
0x7b16 ,Drinks ,motorcycle ,0,No 
0x63cf ,Snack ,motorcycle ,NaN ,No 
0x223b ,Snack ,scooter ,1,No 
0x922a ,Meal ,motorcycle ,0,No 
0x6c5a ,Drinks ,motorcycle ,1,No 
0xd5a6 ,Snack ,scooter ,1,No 
0xc72d ,Buffet ,motorcycle ,0,No 
0xcda0 ,Buffet ,motorcycle ,1,Yes 
0xd719 ,Snack ,motorcycle ,1,Yes 
0x6a7b ,Meal ,scooter ,0,No 
0x2d99 ,Snack ,motorcycle ,0,No 
0x9bfd ,Meal ,scooter ,1,No 
0x685c ,Snack ,motorcycle ,1,No 
0x340d ,Meal ,scooter ,0,No 
0x3922 ,Snack ,scooter ,0,No 
0x9205 ,Drinks ,motorcycle ,0,No 
0xae90 ,Buffet ,motorcycle ,1,No 
0x3d6a ,Meal ,motorcycle ,1,No 
0x8376 ,Meal ,scooter ,1,No 
0xb6aa ,Buffet ,motorcycle ,1,No 
0x3730 ,Drinks ,motorcycle ,0,No 
0x9481 ,Snack ,motorcycle ,1,No 
0xe19d ,Snack ,motorcycle ,0,No 
0x30d5 ,Snack ,motorcycle ,0,No 
0x998b ,Buffet ,motorcycle ,0,No 
0xb76a ,Buffet ,motorcycle ,1,No 
0xc371 ,Meal ,motorcycle ,1,No 
0xa472 ,Meal ,scooter ,3,Yes 
0xa0d3 ,Buffet ,motorcycle ,1,No 
0x8dcd ,Snack ,motorcycle ,0,No 
0xc362 ,Drinks ,motorcycle ,1,No 
0xa2da ,Meal ,scooter ,1,No 
0x2e43 ,Buffet ,scooter ,1,No 
0x7377 ,Snack ,motorcycle ,1,No 
0xd667 ,Meal ,scooter ,0,No 
0x3efa ,Drinks ,motorcycle ,1,No 
0xdc40 ,Buffet ,electric_scooter ,1,No 
0x8530 ,Meal ,scooter ,0,No 
0xbb2 ,Meal ,scooter ,0,No 
0x632b ,Snack ,motorcycle ,0,No 
0xa652 ,Meal ,motorcycle ,0,No 
0x325f ,Snack ,scooter ,0,No 
0xd3e6 ,Meal ,motorcycle ,0,No 
0xd229 ,Drinks ,motorcycle ,1,No 
0x2e15 ,Buffet ,motorcycle ,1,No 
0xb76e ,Buffet ,motorcycle ,1,No 
0x953e ,Meal ,scooter ,1,No 
0x44bc ,Snack ,motorcycle ,1,No 
0x2d82 ,Drinks ,motorcycle ,1,No 
0x218d ,Drinks ,motorcycle ,0,No 
0x3d76 ,Buffet ,motorcycle ,1,No 
0xafd7 ,Snack ,scooter ,1,No 
0xa66 ,Buffet ,motorcycle ,0,No 
0x353d ,Meal ,motorcycle ,1,No 
0x8d35 ,Snack ,motorcycle ,1,No 
0x5ae0 ,Drinks ,electric_scooter ,1,No 
0x293c ,Buffet ,motorcycle ,1,No 
0x536c ,Snack ,motorcycle ,0,No 
0xd6de ,Meal ,scooter ,0,No 
0xd3f0 ,Buffet ,scooter ,0,No 
0x577c ,Drinks ,scooter ,0,No 
0x83ad ,Drinks ,motorcycle ,1,No 
0x40a7 ,Buffet ,motorcycle ,1,No 
0x179b ,Buffet ,motorcycle ,1,No 
0xa229 ,Drinks ,motorcycle ,1,No 
0x8229 ,Drinks ,scooter ,1,No 
0x1f3c ,Snack ,motorcycle ,2,No 
0xbb48 ,Buffet ,scooter ,1,No 
0xdbdd ,Snack ,motorcycle ,1,No 
0xbfc4 ,Meal ,scooter ,1,No 
0x154a ,Snack ,motorcycle ,1,No 
0x8273 ,Drinks ,scooter ,1,No 
0x69a2 ,Meal ,scooter ,0,No 
0xa03a ,Drinks ,motorcycle ,0,No 
0x8fb2 ,Meal ,motorcycle ,1,No 
0x42ec ,Buffet ,motorcycle ,0,No 
0xa8fb ,Buffet ,motorcycle ,0,No 
0x8105 ,Snack ,electric_scooter ,1,No 
0x238b ,Snack ,motorcycle ,1,No 
0x9e79 ,Drinks ,motorcycle ,1,No 
0x1f79 ,Buffet ,motorcycle ,1,No 
0xe199 ,Drinks ,motorcycle ,2,No 
0xc386 ,Snack ,motorcycle ,1,No 
0x5e76 ,Buffet ,scooter ,0,No 
0x6c6 ,Meal ,motorcycle ,0,No 
0xe08f ,Buffet ,motorcycle ,1,No 
0xb81a ,Meal ,scooter ,1,No 
0x95b6 ,Drinks ,motorcycle ,1,No 
0x6742 ,Meal ,motorcycle ,0,No 
0x7da4 ,Meal ,motorcycle ,0,No 
0x3493 ,Meal ,motorcycle ,0,No 
0xba88 ,Meal ,scooter ,1,No 
0xcf61 ,Drinks ,motorcycle ,1,No 
0xbd23 ,Snack ,scooter ,1,No 
0xd3e ,Snack ,motorcycle ,0,No 
0x1a29 ,Buffet ,motorcycle ,1,No 
0x9d8 ,Snack ,motorcycle ,0,No 
0x3a89 ,Buffet ,electric_scooter ,0,No 
0x78a9 ,Buffet ,motorcycle ,2,No 
0x5634 ,Drinks ,scooter ,0,No 
0x29fb ,Drinks ,motorcycle ,0,No 
0x4641 ,Snack ,scooter ,1,No 
0x4dc2 ,Snack ,electric_scooter ,0,No 
0x41a1 ,Buffet ,motorcycle ,1,No 
0x6df6 ,Snack ,motorcycle ,1,No 
0x2d53 ,Snack ,scooter ,1,No 
0x535e ,Drinks ,scooter ,0,No 
0xd247 ,Meal ,scooter ,1,No 
0xaad ,Drinks ,motorcycle ,1,No 
0xb8c2 ,Buffet ,motorcycle ,1,No 
0xccb2 ,Snack ,scooter ,1,No 
0x9566 ,Buffet ,motorcycle ,0,No 
0x7dcf ,Buffet ,motorcycle ,1,No 
0xcc88 ,Drinks ,scooter ,0,No 
0x74d8 ,Snack ,scooter ,1,No 
0xdd97 ,Drinks ,scooter ,0,No 
0xab97 ,Buffet ,motorcycle ,1,No 
0xc3ed ,Buffet ,motorcycle ,1,No 
0xb1a5 ,Buffet ,scooter ,1,No 
0x690e ,Meal ,motorcycle ,1,No 
0x1efe ,Buffet ,motorcycle ,1,No 
0xd1b8 ,Snack ,scooter ,1,No 
0xc379 ,Snack ,scooter ,1,No 
0xb37 ,Buffet ,scooter ,0,No 
0xdd9f ,Drinks ,motorcycle ,1,No 
0x8a34 ,Snack ,motorcycle ,1,No 
0xc230 ,Snack ,motorcycle ,0,No 
0x39f7 ,Meal ,scooter ,NaN ,No 
0x8e20 ,Meal ,scooter ,1,No 
0x46e7 ,Buffet ,scooter ,1,No 
0x9acc ,Meal ,scooter ,0,No 
0xa0e6 ,Snack ,scooter ,1,No 
0x2656 ,Meal ,motorcycle ,0,No 
0x50db ,Buffet ,motorcycle ,2,No 
0x917f ,Buffet ,motorcycle ,2,No 
0x728a ,Buffet ,scooter ,0,No 
0xd306 ,Snack ,motorcycle ,0,No 
0x5064 ,Buffet ,motorcycle ,0,No 
0xd8af ,Drinks ,electric_scooter ,0,No 
0x1c54 ,Snack ,motorcycle ,1,No 
0x30df ,Snack ,scooter ,1,No 
0x726e ,Buffet ,motorcycle ,NaN ,No 
0x7170 ,Drinks ,motorcycle ,1,No 
0x675a ,Buffet ,motorcycle ,1,No 
0x310e ,Snack ,motorcycle ,0,No 
0x5bca ,Meal ,motorcycle ,0,No 
0x1275 ,Snack ,scooter ,1,No 
0x3442 ,Buffet ,scooter ,1,No 
0xa816 ,Drinks ,motorcycle ,1,No 
0x9dca ,Meal ,scooter ,1,No 
0x2aa7 ,Drinks ,scooter ,1,No 
0xa189 ,Meal ,motorcycle ,2,No 
0x4700 ,Snack ,motorcycle ,1,No 
0x7823 ,Meal ,motorcycle ,0,No 
0xd7aa ,Snack ,motorcycle ,0,No 
0x3e82 ,Drinks ,motorcycle ,1,No 
0x323a ,Drinks ,motorcycle ,0,No 
0x4e87 ,Meal ,motorcycle ,1,No 
0xc452 ,Drinks ,scooter ,1,No 
0xb619 ,Snack ,scooter ,1,No 
0xc714 ,Drinks ,scooter ,1,Yes 
0xbe82 ,Buffet ,scooter ,1,No 
0x1420 ,Meal ,motorcycle ,0,No 
0x8cb2 ,Snack ,scooter ,0,No 
0x1bec ,Drinks ,electric_scooter ,0,No 
0x33fd ,Meal ,motorcycle ,1,No 
0x791a ,Drinks ,motorcycle ,1,No 
0x2e4e ,Drinks ,motorcycle ,1,No 
0x4585 ,Drinks ,motorcycle ,1,No 
0xa80b ,Meal ,motorcycle ,1,No 
0xdf6c ,Meal ,motorcycle ,1,No 
0xc297 ,Snack ,motorcycle ,1,No 
0xe48 ,Buffet ,motorcycle ,1,No 
0x5d92 ,Buffet ,motorcycle ,0,No 
0x708b ,Buffet ,motorcycle ,1,No 
0x1cf1 ,Drinks ,motorcycle ,2,No 
0x1f29 ,Meal ,motorcycle ,0,No 
0xc56d ,Snack ,electric_scooter ,1,No 
0xb5db ,Snack ,motorcycle ,1,No 
0x7023 ,Meal ,motorcycle ,1,No 
0xdc21 ,Meal ,motorcycle ,2,No 
0x4b4e ,Buffet ,electric_scooter ,1,No 
0x907 ,Meal ,motorcycle ,1,No 
0x5e14 ,Buffet ,electric_scooter ,1,Yes 
0xd8dc ,Snack ,motorcycle ,1,No 
0xa98f ,Drinks ,motorcycle ,1,No 
0x8c7b ,Meal ,motorcycle ,1,No 
0x4142 ,Meal ,electric_scooter ,0,No 
0xa989 ,Buffet ,motorcycle ,1,No 
0x2213 ,Drinks ,scooter ,0,No 
0x9ea4 ,Buffet ,motorcycle ,1,No 
0xd1de ,Buffet ,motorcycle ,1,No 
0xae16 ,Meal ,scooter ,3,No 
0x2533 ,Meal ,motorcycle ,1,No 
0xcf52 ,Drinks ,motorcycle ,0,No 
0x81e9 ,Buffet ,motorcycle ,1,No 
0x233b ,Buffet ,motorcycle ,0,No 
0xc51 ,Buffet ,scooter ,1,No 
0x603b ,Snack ,motorcycle ,0,No 
0x401 ,Snack ,scooter ,1,No 
0x228a ,Buffet ,motorcycle ,1,No 
0x6811 ,Meal ,scooter ,1,No 
0x1740 ,Buffet ,motorcycle ,0,No 
0x6e40 ,Snack ,scooter ,0,No 
0xc980 ,Drinks ,scooter ,1,No 
0x9999 ,Meal ,motorcycle ,1,No 
0x91cf ,Drinks ,motorcycle ,0,No 
0x50cb ,Snack ,motorcycle ,1,No 
0xa805 ,Meal ,motorcycle ,1,No 
0xcdf6 ,Snack ,motorcycle ,1,No 
0x469e ,Buffet ,scooter ,1,No 
0x109a ,Meal ,motorcycle ,0,No 
0x9048 ,Meal ,motorcycle ,1,No 
0xd674 ,Snack ,motorcycle ,1,No 
0x865 ,Snack ,electric_scooter ,1,No 
0xb7ed ,Meal ,motorcycle ,0,No 
0x5efa ,Drinks ,scooter ,0,No 
0xb352 ,Snack ,motorcycle ,1,No 
0xcc1b ,Snack ,motorcycle ,1,No 
0xb99b ,Snack ,scooter ,NaN ,No 
0xa644 ,Snack ,motorcycle ,0,No 
0x8dc0 ,Snack ,motorcycle ,1,No 
0x8753 ,Buffet ,scooter ,0,No 
0xd71b ,Buffet ,motorcycle ,1,No 
0x9247 ,Buffet ,motorcycle ,1,No 
0x6cba ,Meal ,motorcycle ,0,No 
0xd883 ,Snack ,motorcycle ,2,No 
0xa12a ,Meal ,scooter ,1,No 
0x88c1 ,Buffet ,scooter ,0,No 
0x7c7 ,Snack ,motorcycle ,1,No 
0x93ef ,Drinks ,motorcycle ,0,No 
0x34a6 ,Meal ,motorcycle ,1,No 
0x901 ,Meal ,scooter ,1,No 
0x5176 ,Drinks ,motorcycle ,0,No 
0x292b ,Meal ,motorcycle ,1,No 
0xba5 ,Meal ,scooter ,1,No 
0xa62a ,Meal ,motorcycle ,0,No 
0xb6d1 ,Drinks ,scooter ,1,No 
0x7ed ,Snack ,scooter ,1,No 
0x1edb ,Buffet ,motorcycle ,1,No 
0xe13 ,Buffet ,electric_scooter ,0,No 
0xb429 ,Meal ,motorcycle ,1,No 
0xd00f ,Meal ,scooter ,1,No 
0x5e92 ,Snack ,motorcycle ,0,No 
0x3ae5 ,Drinks ,scooter ,0,No 
0xaaa ,Snack ,scooter ,1,No 
0xb96a ,Snack ,motorcycle ,1,No 
0x9b1b ,Meal ,scooter ,0,No 
0xa6f9 ,Snack ,scooter ,1,No 
0x4d6c ,Meal ,scooter ,1,No 
0x6e83 ,Snack ,scooter ,1,No 
0x1a6c ,Buffet ,scooter ,1,No 
0x3ebd ,Meal ,motorcycle ,1,Yes 
0x3419 ,Buffet ,motorcycle ,1,No 
0x7c8c ,Meal ,scooter ,1,No 
0x3311 ,Buffet ,electric_scooter ,NaN ,No 
0x7769 ,Buffet ,scooter ,1,No 
0xc06 ,Drinks ,motorcycle ,1,No 
0xc7e2 ,Snack ,scooter ,0,No 
0x6371 ,Meal ,motorcycle ,1,No 
0x2e57 ,Buffet ,scooter ,1,No 
0x969c ,Snack ,motorcycle ,0,No 
0x3f7d ,Snack ,motorcycle ,0,No 
0xbda4 ,Drinks ,motorcycle ,1,No 
0xc459 ,Meal ,scooter ,1,No 
0x9eec ,Drinks ,motorcycle ,1,No 
0x9782 ,Drinks ,motorcycle ,1,No 
0x7732 ,Drinks ,motorcycle ,1,No 
0xb35b ,Snack ,motorcycle ,1,No 
0x1c33 ,Drinks ,motorcycle ,1,No 
0x1677 ,Drinks ,scooter ,1,No 
0x4351 ,Buffet ,motorcycle ,1,No 
0x3ad2 ,Buffet ,electric_scooter ,NaN ,No 
0x20a1 ,Drinks ,motorcycle ,0,No 
0x5ba0 ,Meal ,scooter ,2,No 
0xd8a7 ,Meal ,motorcycle ,1,No 
0x1557 ,Drinks ,motorcycle ,1,No 
0x1043 ,Meal ,motorcycle ,NaN ,No 
0x5b19 ,Snack ,motorcycle ,NaN ,No 
0x2a32 ,Buffet ,motorcycle ,1,No 
0x9e3b ,Snack ,motorcycle ,2,No 
0x95cd ,Buffet ,scooter ,1,No 
0x5bac ,Buffet ,motorcycle ,1,No 
0x84c2 ,Drinks ,scooter ,0,No 
0xa027 ,Meal ,motorcycle ,1,No 
0xc013 ,Buffet ,motorcycle ,1,No 
0x3ad1 ,Buffet ,motorcycle ,1,No 
0xab3b ,Meal ,motorcycle ,1,No 
0x68ac ,Drinks ,electric_scooter ,1,No 
0x9dfa ,Snack ,scooter ,0,No 
0x3307 ,Drinks ,scooter ,1,No 
0x5091 ,Meal ,scooter ,0,No 
0xc48f ,Meal ,scooter ,1,No 
0xa420 ,Snack ,scooter ,1,No 
0x6b2e ,Buffet ,scooter ,1,No 
0x317c ,Drinks ,scooter ,1,No 
0x68ba ,Buffet ,scooter ,1,No 
0x7f88 ,Buffet ,motorcycle ,0,No 
0x49f8 ,Meal ,motorcycle ,1,No 
0x72f9 ,Drinks ,scooter ,0,No 
0x99bb ,Meal ,scooter ,1,No 
0xe1d8 ,Buffet ,scooter ,1,No 
0x699a ,Meal ,scooter ,0,No 
0x78a7 ,Meal ,scooter ,0,No 
0x507f ,Buffet ,scooter ,1,No 
0x85e ,Buffet ,scooter ,1,No 
0x7597 ,Buffet ,scooter ,1,No 
0x2100 ,Meal ,scooter ,1,No 
0x9cc7 ,Snack ,scooter ,0,No 
0xcc78 ,Drinks ,scooter ,1,No 
0x72b1 ,Snack ,motorcycle ,1,No 
0x9b9e ,Snack ,scooter ,1,No 
0xb66 ,Buffet ,motorcycle ,1,No 
0x2b82 ,Snack ,motorcycle ,1,No 
0x5d32 ,Meal ,motorcycle ,1,No 
0x9da6 ,Meal ,motorcycle ,3,No 
0x4bc0 ,Drinks ,scooter ,0,No 
0xc086 ,Drinks ,motorcycle ,1,No 
0x52e0 ,Drinks ,scooter ,0,No 
0xce72 ,Snack ,scooter ,0,No 
0x8153 ,Snack ,motorcycle ,3,No 
0x506f ,Meal ,motorcycle ,1,No 
0x9dc9 ,Meal ,scooter ,0,No 
0x861b ,Meal ,scooter ,1,No 
0x8e5c ,Meal ,scooter ,1,No 
0xb0b2 ,Buffet ,scooter ,1,No 
0x8553 ,Meal ,motorcycle ,1,No 
0x37b4 ,Snack ,scooter ,1,No 
0x2363 ,Drinks ,motorcycle ,1,No 
0x7c78 ,Buffet ,motorcycle ,1,Yes 
0x3695 ,Snack ,motorcycle ,2,No 
0x7c01 ,Buffet ,scooter ,1,No 
0x7450 ,Snack ,motorcycle ,1,No 
0xc60 ,Meal ,motorcycle ,1,No 
0xb112 ,Drinks ,motorcycle ,1,No 
0x9331 ,Snack ,scooter ,0,No 
0x5b28 ,Buffet ,motorcycle ,0,No 
0x7c4e ,Buffet ,scooter ,1,No 
0xbb36 ,Meal ,scooter ,1,No 
0xfb5 ,Buffet ,motorcycle ,1,No 
0x6d6c ,Buffet ,motorcycle ,1,No 
0x8720 ,Snack ,motorcycle ,1,No 
0xcf05 ,Snack ,motorcycle ,1,No 
0x9a4c ,Snack ,motorcycle ,0,No 
0x1eb8 ,Drinks ,motorcycle ,0,No 
0x38df ,Meal ,electric_scooter ,1,No 
0xd9f3 ,Snack ,scooter ,1,No 
0xdb47 ,Meal ,scooter ,0,No 
0xa743 ,Snack ,scooter ,0,No 
0x124a ,Drinks ,scooter ,0,No 
0x1db3 ,Snack ,motorcycle ,1,No 
0x6c6e ,Snack ,electric_scooter ,1,No 
0x71b6 ,Drinks ,electric_scooter ,0,No 
0xaadb ,Meal ,motorcycle ,1,No 
0x2887 ,Buffet ,motorcycle ,1,No 
0xbe42 ,Drinks ,motorcycle ,0,No 
0x63b5 ,Drinks ,motorcycle ,1,No 
0xcc32 ,Buffet ,motorcycle ,0,No 
0xa8d7 ,Snack ,scooter ,1,No 
0xad18 ,Drinks ,motorcycle ,1,No 
0xe192 ,Buffet ,scooter ,1,No 
0x89a ,Snack ,electric_scooter ,1,No 
0x8fc3 ,Drinks ,motorcycle ,1,Yes 
0xc5dd ,Snack ,motorcycle ,0,No 
0xaadd ,Drinks ,scooter ,1,No 
0xa0b9 ,Meal ,motorcycle ,1,No 
0x2604 ,Snack ,motorcycle ,1,No 
0xb76c ,Meal ,motorcycle ,1,No 
0x1066 ,Meal ,bicycle ,0,No 
